Player Name,Team Name,Playing Role,Batting Style,Batting Position,Runs_Scored,Batting Average,Strike_rate,Total_hundreds,Total_fifties,Fours_Scored,Sixes_scored,Bowling Style,Runs_Conceded,Total_Wickets_Taken,Economy,Bowling Strike Rate,Bowling Average,Fours_Conceded,Sixes_Conceded
Veerasammy Permaul,West Indies,Bowler,Right hand Bat,11,0,0.0,0.0,0,0,0,0,Slow Left arm Orthodox,8,0,26.7,0.0,0.0,1,0
Vijay Shankar,India,Allrounder,Right hand Bat,4,101,25.25,138.36,0,0,11,5,Right arm Medium,191,5,9.1,25.2,38.2,14,7
Vikum Sanjaya,Sri Lanka,Bowler,Right hand Bat,11,20,6.67,111.11,0,0,3,0,Right arm Fast medium,250,9,8.8,19.22,27.78,15,10
Vinay Kumar,India,Bowler,Right hand Bat,10,2,0.0,50.0,0,0,0,0,Right arm Medium,247,10,7.9,18.9,24.7,24,9
Virat Kohli,India,Top order Batter,Right hand Bat,3,2633,52.66,138.07,0,24,247,71,Right arm Medium,198,4,8.3,36.5,49.5,18,4
Virender Sehwag,India,Top order Batter,Right hand Bat,2,81,16.2,120.9,0,0,9,2,Right arm Offbreak,0,0,0.0,0.0,0.0,0,0
Vishwa Fernando,Sri Lanka,Bowler,Right hand Bat,10,2,2.0,100.0,0,0,0,0,Left arm Medium fast,16,0,8.0,0.0,0.0,2,0
Vusi Sibanda,Zimbabwe,Opening Batter,Right hand Bat,2,459,19.96,99.14,0,1,42,11,"Right arm Medium, Right arm Offbreak",0,0,0.0,0.0,0.0,0,0
Wahab Riaz,Pakistan,Bowler,Right hand Bat,9,145,13.18,122.88,0,0,10,6,Left arm Fast,806,29,8.1,20.59,27.79,78,23
Wanindu Hasaranga de Silva,Sri Lanka,Allrounder,Right hand Bat,7,55,13.75,110.0,0,0,3,0,Legbreak,204,12,8.0,12.83,17.0,16,9
Washington Sundar,India,Bowling Allrounder,Left hand Bat,8,26,13.0,216.67,0,0,1,3,Right arm Offbreak,417,15,6.6,25.2,27.8,28,18
Wavell Hinds,West Indies,Batter,Left hand Bat,6,16,5.33,69.57,0,0,2,0,Right arm Medium,0,0,0.0,0.0,0.0,0,0
Wayne Parnell,South Africa,Bowler,Left hand Bat,7,114,28.5,118.75,0,0,10,3,Left arm Medium fast,846,30,8.9,19.07,28.2,77,33
Wellington Masakadza,Zimbabwe,Bowler,Left hand Bat,9,25,8.33,83.33,0,0,2,0,Slow Left arm Orthodox,312,12,7.8,20.0,26.0,28,11
William Porterfield,Ireland,Batter,Left hand Bat,2,964,21.91,116.0,0,3,109,23,Right arm Offbreak,0,0,0.0,0.0,0.0,0,0
Xavier Doherty,Australia,Bowler,Left hand Bat,11,18,18.0,105.88,0,0,1,0,Slow Left arm Orthodox,300,10,7.9,22.8,30.0,17,14
Yamin Ahmadzai,Afghanistan,Bowler,Right hand Bat,10,1,0.0,100.0,0,0,0,0,Right arm Medium fast,65,5,9.2,8.6,13.0,9,2
Yasir Arafat,Pakistan,Allrounder,Right hand Bat,8,42,10.5,89.36,0,0,3,1,Right arm Fast medium,171,14,7.7,9.57,12.21,17,4
Yasir Shah,Pakistan,Bowler,Right hand Bat,8,11,0.0,157.14,0,0,1,0,Legbreak Googly,39,0,9.8,0.0,0.0,5,0
Younis Khan,Pakistan,Middle order Batter,Right hand Bat,4,10,3.33,55.56,0,0,0,0,"Right arm Medium, Legbreak",0,0,0.0,0.0,0.0,0,0
Yusuf Pathan,India,Allrounder,Right hand Bat,6,114,16.29,129.55,0,0,5,8,Right arm Offbreak,237,7,8.2,24.86,33.86,9,15
Yuvraj Singh,India,Middle order Batter,Left hand Bat,5,696,24.0,121.68,0,3,48,39,Slow Left arm Orthodox,355,23,6.5,14.26,15.43,18,14
Yuzvendra Chahal,India,Bowler,Right hand Bat,10,4,4.0,44.44,0,0,0,0,Legbreak Googly,1139,52,8.1,16.21,21.9,62,64
Zaheer Khan,India,Bowler,Right hand Bat,10,9,9.0,128.57,0,0,0,1,Left arm Fast medium,226,6,8.1,28.0,37.67,21,7
Zakir Hasan,Bangladesh,Wicketkeeper Batter,Left hand Bat,1,10,10.0,111.11,0,0,1,0,,0,0,0.0,0.0,0.0,0,0
Ziaur Rahman,Bangladesh,Allrounder,Right hand Bat,7,117,13.0,128.57,0,0,3,10,Right arm Fast medium,127,3,10.3,25.0,42.33,12,5
Zulfiqar Babar,Pakistan,Bowler,Right hand Bat,9,27,0.0,100.0,0,0,2,1,Slow Left arm Orthodox,185,12,7.1,13.0,15.42,16,10
Zulqarnain Haider,Pakistan,Wicketkeeper Batter,Right hand Bat,8,18,9.0,85.71,0,0,1,0,,0,0,0.0,0.0,0.0,0,0
Ajaz Patel,New Zealand,Bowler,Left hand Bat,0,0,0.0,0.0,0,0,0,0,Slow Left arm Orthodox,45,1,7.5,36.0,45.0,5,1
Anrich Nortje,South Africa,Bowler,Right hand Bat,0,0,0.0,0.0,0,0,0,0,Right arm Fast,27,0,9.0,0.0,0.0,1,2
Anthony Martin,West Indies,Bowler,Right hand Bat,0,0,0.0,0.0,0,0,0,0,Legbreak,20,1,6.7,18.0,20.0,1,1
Asad Ali,Pakistan,Bowler,Right hand Bat,0,0,0.0,0.0,0,0,0,0,Right arm Medium fast,33,0,8.2,0.0,0.0,5,0
Barinder Sran,India,,,0,0,0.0,0.0,0,0,0,0,,41,6,5.1,8.0,6.83,5,1
Ben Laughlin,Australia,Bowler,Right hand Bat,0,0,0.0,0.0,0,0,0,0,Right arm Fast medium,86,1,11.5,47.0,86.0,9,5
Bjorn Fortuin,South Africa,Bowler,Right hand Bat,0,0,0.0,0.0,0,0,0,0,Slow Left arm Orthodox,51,3,7.3,14.0,17.0,3,2
Boyd Rankin,England,,,0,0,0.0,0.0,0,0,0,0,,24,1,6.0,24.0,24.0,3,1
Daniel Jakiel,Zimbabwe,,,0,0,0.0,0.0,0,0,0,0,,44,3,6.3,14.0,14.67,1,2
Dhammika Prasad,Sri Lanka,Bowler,Right hand Bat,0,0,0.0,0.0,0,0,0,0,Right arm Fast medium,37,0,12.3,0.0,0.0,4,1
Eddie Leie,South Africa,Bowler,Right hand Bat,0,0,0.0,0.0,0,0,0,0,Legbreak,48,4,8.0,9.0,12.0,2,3
Graeme Aldridge,New Zealand,Bowler,Right hand Bat,0,0,0.0,0.0,0,0,0,0,Right arm Fast medium,45,1,11.2,24.0,45.0,6,1
Graeme McCarter,Ireland,Bowler,Right hand Bat,0,0,0.0,0.0,0,0,0,0,Right arm Medium,50,0,10.0,0.0,0.0,6,1
Harry Gurney,England,Bowler,Right hand Bat,0,0,0.0,0.0,0,0,0,0,Left arm Fast medium,55,3,6.9,16.0,18.33,6,1
Jake Ball,England,Bowler,Right hand Bat,0,0,0.0,0.0,0,0,0,0,Right arm Fast medium,83,2,11.9,21.0,41.5,11,2
Jason Behrendorff,Australia,Bowler,Right hand Bat,0,0,0.0,0.0,0,0,0,0,Left arm Fast medium,117,7,7.3,13.71,16.71,16,2
Jaydev Unadkat,India,Bowler,Right hand Bat,0,0,0.0,0.0,0,0,0,0,Left arm Medium,301,14,8.8,14.86,21.5,22,16
Jofra Archer,England,Bowler,Right hand Bat,0,0,0.0,0.0,0,0,0,0,Right arm Fast,29,2,7.2,12.0,14.5,3,0
Josh Hazlewood,Australia,Bowler,Left hand Bat,0,0,0.0,0.0,0,0,0,0,Right arm Fast medium,269,8,9.6,21.0,33.62,27,10
Jubair Hossain,Bangladesh,Bowler,Right hand Bat,0,0,0.0,0.0,0,0,0,0,Legbreak,20,2,10.0,6.0,10.0,1,2
Karn Sharma,India,Bowler,Left hand Bat,0,0,0.0,0.0,0,0,0,0,Legbreak Googly,28,1,7.0,24.0,28.0,1,2
Lakshmipathy Balaji,India,Bowler,Right hand Bat,0,0,0.0,0.0,0,0,0,0,Right arm Medium fast,121,10,8.0,9.2,12.1,12,5
Luke Woodcock,New Zealand,Allrounder,Left hand Bat,0,0,0.0,0.0,0,0,0,0,Slow Left arm Orthodox,70,1,7.0,60.0,70.0,4,3
Marchant de Lange,South Africa,Bowler,Right hand Bat,0,0,0.0,0.0,0,0,0,0,Right arm Fast,228,7,9.8,20.0,32.57,22,9
Mason Crane,England,Bowler,Right hand Bat,0,0,0.0,0.0,0,0,0,0,Legbreak Googly,62,1,7.8,48.0,62.0,5,2
Matt Parkinson,England,Bowler,Right hand Bat,0,0,0.0,0.0,0,0,0,0,Legbreak,61,5,10.2,7.2,12.2,2,6
Mayank Markande,India,Bowler,Right hand Bat,0,0,0.0,0.0,0,0,0,0,Legbreak,31,0,7.8,0.0,0.0,2,1
Michael Bates,New Zealand,Bowler,Right hand Bat,0,0,0.0,0.0,0,0,0,0,Left arm Medium fast,107,4,9.7,16.5,26.75,8,6
Mohammad Shahid,Bangladesh,Bowler,Right hand Bat,0,0,0.0,0.0,0,0,0,0,Right arm Medium fast,32,1,10.7,18.0,32.0,5,1
Mohammed Shami,India,Bowler,Right hand Bat,0,0,0.0,0.0,0,0,0,0,Right arm Fast,244,8,9.8,18.75,30.5,24,12
Mohammed Siraj,India,Bowler,Right hand Bat,0,0,0.0,0.0,0,0,0,0,Right arm Fast,148,3,12.3,24.0,49.33,19,5
Muhammad Musa,Pakistan,,,0,0,0.0,0.0,0,0,0,0,,39,0,11.1,0.0,0.0,5,1
Muthiah Muralidaran,Sri Lanka,Bowler,Right hand Bat,0,0,0.0,0.0,0,0,0,0,Right arm Offbreak,82,2,6.8,36.0,41.0,6,2
Parvinder Awana,India,Bowler,Right hand Bat,0,0,0.0,0.0,0,0,0,0,Right arm Medium,71,0,11.8,0.0,0.0,7,4
Pawan Negi,India,Bowler,Left hand Bat,0,0,0.0,0.0,0,0,0,0,Slow Left arm Orthodox,16,1,5.3,18.0,16.0,1,0
Peter Siddle,Australia,Bowler,Right hand Bat,0,0,0.0,0.0,0,0,0,0,Right arm Fast medium,34,1,8.5,24.0,34.0,6,0
Phil Eaglestone,Ireland,Bowler,Left hand Bat,0,0,0.0,0.0,0,0,0,0,Left arm Medium,16,0,8.0,0.0,0.0,2,0
Pragyan Ojha,India,Bowler,Left hand Bat,0,0,0.0,0.0,0,0,0,0,Slow Left arm Orthodox,37,3,4.6,16.0,12.33,2,0
Rahul Chahar,India,Bowler,Right hand Bat,0,0,0.0,0.0,0,0,0,0,Legbreak Googly,27,1,9.0,18.0,27.0,1,3
Rahul Sharma,India,Bowler,Right hand Bat,0,0,0.0,0.0,0,0,0,0,Legbreak Googly,56,3,8.2,14.67,18.67,4,3
Richard Ngarava,Zimbabwe,Bowler,Left hand Bat,0,0,0.0,0.0,0,0,0,0,Left arm Fast medium,48,2,12.0,12.0,24.0,7,1
Robbie Frylinck,South Africa,Allrounder,Right hand Bat,0,0,0.0,0.0,0,0,0,0,Right arm Medium,62,5,6.2,12.0,12.4,9,0
Robiul Islam,Bangladesh,Bowler,Right hand Bat,0,0,0.0,0.0,0,0,0,0,Right arm Fast medium,13,0,13.0,0.0,0.0,1,1
Rokhan Barakzai,Afghanistan,Bowler,Left hand Bat,0,0,0.0,0.0,0,0,0,0,Slow Left arm Orthodox,75,6,7.5,10.0,12.5,4,2
Ryan Sidebottom,England,Bowler,Left hand Bat,0,0,0.0,0.0,0,0,0,0,Left arm Fast medium,226,11,7.3,16.91,20.55,20,6
Sajedul Islam,Bangladesh,Allrounder,Left hand Bat,0,0,0.0,0.0,0,0,0,0,Left arm Medium,15,0,15.0,0.0,0.0,1,1
Saqlain Sajib,Bangladesh,Bowler,Left hand Bat,0,0,0.0,0.0,0,0,0,0,Slow Left arm Orthodox,40,0,12.1,0.0,0.0,4,2
Scott Boland,Australia,Bowler,Right hand Bat,0,0,0.0,0.0,0,0,0,0,Right arm Fast medium,90,3,8.2,22.0,30.0,11,1
Shannon Gabriel,West Indies,Bowler,Right hand Bat,0,0,0.0,0.0,0,0,0,0,Right arm Fast,56,3,8.0,14.0,18.67,6,1
Shardul Thakur,India,Bowler,Right hand Bat,0,0,0.0,0.0,0,0,0,0,Right arm Medium,242,8,8.9,20.62,30.25,31,4
Shehan Madushanka,Sri Lanka,Bowler,Right hand Bat,0,0,0.0,0.0,0,0,0,0,Right arm Fast medium,62,2,12.2,15.0,31.0,6,4
Siddarth Kaul,India,Bowler,Right hand Bat,0,0,0.0,0.0,0,0,0,0,Right arm Medium,84,4,8.9,14.5,21.0,6,5
Sreenath Aravind,India,Bowler,Left hand Bat,0,0,0.0,0.0,0,0,0,0,Left arm Medium fast,44,1,12.9,22.0,44.0,4,2
Stuart Meaker,England,Bowler,Right hand Bat,0,0,0.0,0.0,0,0,0,0,Right arm Fast medium,70,2,9.3,23.5,35.0,8,1
Tafadzwa Kamungozi,Zimbabwe,Allrounder,Right hand Bat,0,0,0.0,0.0,0,0,0,0,Legbreak,17,0,8.5,0.0,0.0,2,0
Tanvir Ahmed,Pakistan,Bowler,Right hand Bat,0,0,0.0,0.0,0,0,0,0,Right arm Fast medium,13,1,4.3,18.0,13.0,2,0
Thilan Thushara,Sri Lanka,Bowler,Left hand Bat,0,0,0.0,0.0,0,0,0,0,Left arm Fast medium,41,2,10.2,12.0,20.5,5,0
Waqas Maqsood,Pakistan,Bowler,Left hand Bat,0,0,0.0,0.0,0,0,0,0,Left arm Fast medium,21,2,14.0,5.5,10.5,4,0
William Mashinge,Zimbabwe,,,0,0,0.0,0.0,0,0,0,0,,57,1,11.4,30.0,57.0,7,2
Zamir Khan,Afghanistan,Bowler,Left hand Bat,0,0,0.0,0.0,0,0,0,0,Slow Left arm Orthodox,26,1,6.5,24.0,26.0,1,0
Ziaur Rahman,Afghanistan,,,0,0,0.0,0.0,0,0,0,0,,42,2,10.5,12.0,21.0,6,1
